,Datetime,Location,Power,Time,Date
65694,2021-11-28T01:20:00,campus,1122.0,01:20:00,2021-11-28
65704,2021-11-28T01:30:00,campus,1122.0,01:30:00,2021-11-28
65714,2021-11-28T01:40:00,campus,1104.0,01:40:00,2021-11-28
65724,2021-11-28T01:50:00,campus,1098.0,01:50:00,2021-11-28
65734,2021-11-28T02:00:00,campus,1104.0,02:00:00,2021-11-28
65744,2021-11-28T02:10:00,campus,1092.0,02:10:00,2021-11-28
65754,2021-11-28T02:20:00,campus,1062.0,02:20:00,2021-11-28
65764,2021-11-28T02:30:00,campus,1032.0,02:30:00,2021-11-28
65774,2021-11-28T02:40:00,campus,1020.0,02:40:00,2021-11-28
65784,2021-11-28T02:50:00,campus,1026.0,02:50:00,2021-11-28
65794,2021-11-28T03:00:00,campus,1020.0,03:00:00,2021-11-28
65804,2021-11-28T03:10:00,campus,1056.0,03:10:00,2021-11-28
65814,2021-11-28T03:20:00,campus,1116.0,03:20:00,2021-11-28
65824,2021-11-28T03:30:00,campus,1176.0,03:30:00,2021-11-28
65834,2021-11-28T03:40:00,campus,1194.0,03:40:00,2021-11-28
65844,2021-11-28T03:50:00,campus,1200.0,03:50:00,2021-11-28
65854,2021-11-28T04:00:00,campus,1200.0,04:00:00,2021-11-28
65864,2021-11-28T04:10:00,campus,1188.0,04:10:00,2021-11-28
65874,2021-11-28T04:20:00,campus,1176.0,04:20:00,2021-11-28
65884,2021-11-28T04:30:00,campus,1182.0,04:30:00,2021-11-28
65894,2021-11-28T04:40:00,campus,1182.0,04:40:00,2021-11-28
65904,2021-11-28T04:50:00,campus,1176.0,04:50:00,2021-11-28
65914,2021-11-28T05:00:00,campus,1176.0,05:00:00,2021-11-28
65924,2021-11-28T05:10:00,campus,1170.0,05:10:00,2021-11-28
65934,2021-11-28T05:20:00,campus,1158.0,05:20:00,2021-11-28
65944,2021-11-28T05:30:00,campus,1140.0,05:30:00,2021-11-28
65954,2021-11-28T05:40:00,campus,1134.0,05:40:00,2021-11-28
65964,2021-11-28T05:50:00,campus,1134.0,05:50:00,2021-11-28
65974,2021-11-28T06:00:00,campus,1146.0,06:00:00,2021-11-28
65984,2021-11-28T06:10:00,campus,1206.0,06:10:00,2021-11-28
65994,2021-11-28T06:20:00,campus,1272.0,06:20:00,2021-11-28
66004,2021-11-28T06:30:00,campus,1320.0,06:30:00,2021-11-28
66014,2021-11-28T06:40:00,campus,1320.0,06:40:00,2021-11-28
66024,2021-11-28T06:50:00,campus,1308.0,06:50:00,2021-11-28
66034,2021-11-28T07:00:00,campus,1308.0,07:00:00,2021-11-28
66044,2021-11-28T07:10:00,campus,1326.0,07:10:00,2021-11-28
66054,2021-11-28T07:20:00,campus,1368.0,07:20:00,2021-11-28
66064,2021-11-28T07:30:00,campus,1392.0,07:30:00,2021-11-28
66074,2021-11-28T07:40:00,campus,1404.0,07:40:00,2021-11-28
66084,2021-11-28T07:50:00,campus,1398.0,07:50:00,2021-11-28
66094,2021-11-28T08:00:00,campus,1398.0,08:00:00,2021-11-28
66104,2021-11-28T08:10:00,campus,1398.0,08:10:00,2021-11-28
66114,2021-11-28T08:20:00,campus,1368.0,08:20:00,2021-11-28
66124,2021-11-28T08:30:00,campus,1350.0,08:30:00,2021-11-28
66134,2021-11-28T08:40:00,campus,1326.0,08:40:00,2021-11-28
66144,2021-11-28T08:50:00,campus,1338.0,08:50:00,2021-11-28
66154,2021-11-28T09:00:00,campus,1380.0,09:00:00,2021-11-28
66164,2021-11-28T09:10:00,campus,1458.0,09:10:00,2021-11-28
66174,2021-11-28T09:20:00,campus,1566.0,09:20:00,2021-11-28
66184,2021-11-28T09:30:00,campus,1644.0,09:30:00,2021-11-28
66194,2021-11-28T09:40:00,campus,1692.0,09:40:00,2021-11-28
66204,2021-11-28T09:50:00,campus,1698.0,09:50:00,2021-11-28
66214,2021-11-28T10:00:00,campus,1716.0,10:00:00,2021-11-28
66224,2021-11-28T10:10:00,campus,1722.0,10:10:00,2021-11-28
66234,2021-11-28T10:20:00,campus,1710.0,10:20:00,2021-11-28
66244,2021-11-28T10:30:00,campus,1662.0,10:30:00,2021-11-28
66254,2021-11-28T10:40:00,campus,1596.0,10:40:00,2021-11-28
66264,2021-11-28T10:50:00,campus,1554.0,10:50:00,2021-11-28
66274,2021-11-28T11:00:00,campus,1524.0,11:00:00,2021-11-28
66284,2021-11-28T11:10:00,campus,1512.0,11:10:00,2021-11-28
66294,2021-11-28T11:20:00,campus,1500.0,11:20:00,2021-11-28
66304,2021-11-28T11:30:00,campus,1524.0,11:30:00,2021-11-28
66314,2021-11-28T11:40:00,campus,1578.0,11:40:00,2021-11-28
66324,2021-11-28T11:50:00,campus,1626.0,11:50:00,2021-11-28
66334,2021-11-28T12:00:00,campus,1650.0,12:00:00,2021-11-28
66344,2021-11-28T12:10:00,campus,1644.0,12:10:00,2021-11-28
66354,2021-11-28T12:20:00,campus,1626.0,12:20:00,2021-11-28
66364,2021-11-28T12:30:00,campus,1626.0,12:30:00,2021-11-28
66374,2021-11-28T12:40:00,campus,1626.0,12:40:00,2021-11-28
66384,2021-11-28T12:50:00,campus,1638.0,12:50:00,2021-11-28
66394,2021-11-28T13:00:00,campus,1644.0,13:00:00,2021-11-28
66404,2021-11-28T13:10:00,campus,1644.0,13:10:00,2021-11-28
66414,2021-11-28T13:20:00,campus,1656.0,13:20:00,2021-11-28
66424,2021-11-28T13:30:00,campus,1674.0,13:30:00,2021-11-28
66434,2021-11-28T13:40:00,campus,1692.0,13:40:00,2021-11-28
66444,2021-11-28T13:50:00,campus,1716.0,13:50:00,2021-11-28
66454,2021-11-28T14:00:00,campus,1722.0,14:00:00,2021-11-28
66464,2021-11-28T14:10:00,campus,1728.0,14:10:00,2021-11-28
66474,2021-11-28T14:20:00,campus,1698.0,14:20:00,2021-11-28
66484,2021-11-28T14:30:00,campus,1668.0,14:30:00,2021-11-28
66494,2021-11-28T14:40:00,campus,1626.0,14:40:00,2021-11-28
66504,2021-11-28T14:50:00,campus,1620.0,14:50:00,2021-11-28
66514,2021-11-28T15:00:00,campus,1674.0,15:00:00,2021-11-28
66524,2021-11-28T15:10:00,campus,1752.0,15:10:00,2021-11-28
66534,2021-11-28T15:20:00,campus,1836.0,15:20:00,2021-11-28
66544,2021-11-28T15:30:00,campus,1872.0,15:30:00,2021-11-28
66554,2021-11-28T15:40:00,campus,1884.0,15:40:00,2021-11-28
66564,2021-11-28T15:50:00,campus,1860.0,15:50:00,2021-11-28
66574,2021-11-28T16:00:00,campus,1812.0,16:00:00,2021-11-28
66584,2021-11-28T16:10:00,campus,1770.0,16:10:00,2021-11-28
66594,2021-11-28T16:20:00,campus,1764.0,16:20:00,2021-11-28
66604,2021-11-28T16:30:00,campus,1806.0,16:30:00,2021-11-28
66614,2021-11-28T16:40:00,campus,1854.0,16:40:00,2021-11-28
66624,2021-11-28T16:50:00,campus,1902.0,16:50:00,2021-11-28
66634,2021-11-28T17:00:00,campus,1908.0,17:00:00,2021-11-28
66644,2021-11-28T17:10:00,campus,1932.0,17:10:00,2021-11-28
66654,2021-11-28T17:20:00,campus,1932.0,17:20:00,2021-11-28
66664,2021-11-28T17:30:00,campus,1944.0,17:30:00,2021-11-28
66674,2021-11-28T17:40:00,campus,1944.0,17:40:00,2021-11-28
66684,2021-11-28T17:50:00,campus,1950.0,17:50:00,2021-11-28
66694,2021-11-28T18:00:00,campus,1944.0,18:00:00,2021-11-28
66704,2021-11-28T18:10:00,campus,1938.0,18:10:00,2021-11-28
66714,2021-11-28T18:20:00,campus,1926.0,18:20:00,2021-11-28
66724,2021-11-28T18:30:00,campus,1920.0,18:30:00,2021-11-28
66734,2021-11-28T18:40:00,campus,1890.0,18:40:00,2021-11-28
66744,2021-11-28T18:50:00,campus,1818.0,18:50:00,2021-11-28
66754,2021-11-28T19:00:00,campus,1782.0,19:00:00,2021-11-28
66764,2021-11-28T19:10:00,campus,1800.0,19:10:00,2021-11-28
66774,2021-11-28T19:20:00,campus,1860.0,19:20:00,2021-11-28
66784,2021-11-28T19:30:00,campus,1842.0,19:30:00,2021-11-28
66794,2021-11-28T19:40:00,campus,1770.0,19:40:00,2021-11-28
66804,2021-11-28T19:50:00,campus,1698.0,19:50:00,2021-11-28
66814,2021-11-28T20:00:00,campus,1668.0,20:00:00,2021-11-28
66824,2021-11-28T20:10:00,campus,1674.0,20:10:00,2021-11-28
66834,2021-11-28T20:20:00,campus,1668.0,20:20:00,2021-11-28
66844,2021-11-28T20:30:00,campus,1662.0,20:30:00,2021-11-28
66854,2021-11-28T20:40:00,campus,1656.0,20:40:00,2021-11-28
66864,2021-11-28T20:50:00,campus,1656.0,20:50:00,2021-11-28
66874,2021-11-28T21:00:00,campus,1656.0,21:00:00,2021-11-28
66884,2021-11-28T21:10:00,campus,1644.0,21:10:00,2021-11-28
66894,2021-11-28T21:20:00,campus,1632.0,21:20:00,2021-11-28
66904,2021-11-28T21:30:00,campus,1608.0,21:30:00,2021-11-28
66914,2021-11-28T21:40:00,campus,1602.0,21:40:00,2021-11-28
66924,2021-11-28T21:50:00,campus,1620.0,21:50:00,2021-11-28
66934,2021-11-28T22:00:00,campus,1650.0,22:00:00,2021-11-28
66944,2021-11-28T22:10:00,campus,1632.0,22:10:00,2021-11-28
66954,2021-11-28T22:20:00,campus,1614.0,22:20:00,2021-11-28
66964,2021-11-28T22:30:00,campus,1578.0,22:30:00,2021-11-28
66974,2021-11-28T22:40:00,campus,1572.0,22:40:00,2021-11-28
66984,2021-11-28T22:50:00,campus,1566.0,22:50:00,2021-11-28
66994,2021-11-28T23:00:00,campus,1560.0,23:00:00,2021-11-28
67004,2021-11-28T23:10:00,campus,1536.0,23:10:00,2021-11-28
67014,2021-11-28T23:20:00,campus,1470.0,23:20:00,2021-11-28
67024,2021-11-28T23:30:00,campus,1398.0,23:30:00,2021-11-28
67034,2021-11-28T23:40:00,campus,1356.0,23:40:00,2021-11-28
67044,2021-11-28T23:50:00,campus,1344.0,23:50:00,2021-11-28
67054,2021-11-29T00:00:00,campus,1344.0,00:00:00,2021-11-29
67064,2021-11-29T00:10:00,campus,1320.0,00:10:00,2021-11-29
67074,2021-11-29T00:20:00,campus,1320.0,00:20:00,2021-11-29
67084,2021-11-29T00:30:00,campus,1308.0,00:30:00,2021-11-29
67094,2021-11-29T00:40:00,campus,1320.0,00:40:00,2021-11-29
67104,2021-11-29T00:50:00,campus,1302.0,00:50:00,2021-11-29
67114,2021-11-29T01:00:00,campus,1302.0,01:00:00,2021-11-29
67124,2021-11-29T01:10:00,campus,1284.0,01:10:00,2021-11-29
67134,2021-11-29T01:20:00,campus,1266.0,01:20:00,2021-11-29
67144,2021-11-29T01:30:00,campus,1236.0,01:30:00,2021-11-29
67154,2021-11-29T01:40:00,campus,1236.0,01:40:00,2021-11-29
67164,2021-11-29T01:50:00,campus,1242.0,01:50:00,2021-11-29
67174,2021-11-29T02:00:00,campus,1242.0,02:00:00,2021-11-29
67184,2021-11-29T02:10:00,campus,1242.0,02:10:00,2021-11-29
67194,2021-11-29T02:20:00,campus,1236.0,02:20:00,2021-11-29
67204,2021-11-29T02:30:00,campus,1218.0,02:30:00,2021-11-29
67214,2021-11-29T02:40:00,campus,1194.0,02:40:00,2021-11-29
67224,2021-11-29T02:50:00,campus,1146.0,02:50:00,2021-11-29
67234,2021-11-29T03:00:00,campus,1098.0,03:00:00,2021-11-29
67244,2021-11-29T03:10:00,campus,1092.0,03:10:00,2021-11-29
67254,2021-11-29T03:20:00,campus,1116.0,03:20:00,2021-11-29
67264,2021-11-29T03:30:00,campus,1146.0,03:30:00,2021-11-29
67274,2021-11-29T03:40:00,campus,1182.0,03:40:00,2021-11-29
67284,2021-11-29T03:50:00,campus,1206.0,03:50:00,2021-11-29
67294,2021-11-29T04:00:00,campus,1248.0,04:00:00,2021-11-29
67304,2021-11-29T04:10:00,campus,1266.0,04:10:00,2021-11-29
67314,2021-11-29T04:20:00,campus,1308.0,04:20:00,2021-11-29
67324,2021-11-29T04:30:00,campus,1350.0,04:30:00,2021-11-29
67334,2021-11-29T04:40:00,campus,1380.0,04:40:00,2021-11-29
67344,2021-11-29T04:50:00,campus,1380.0,04:50:00,2021-11-29
67354,2021-11-29T05:00:00,campus,1380.0,05:00:00,2021-11-29
67364,2021-11-29T05:10:00,campus,1386.0,05:10:00,2021-11-29
67374,2021-11-29T05:20:00,campus,1404.0,05:20:00,2021-11-29
67384,2021-11-29T05:30:00,campus,1416.0,05:30:00,2021-11-29
67394,2021-11-29T05:40:00,campus,1428.0,05:40:00,2021-11-29
67404,2021-11-29T05:50:00,campus,1422.0,05:50:00,2021-11-29
67414,2021-11-29T06:00:00,campus,1404.0,06:00:00,2021-11-29
67424,2021-11-29T06:10:00,campus,1422.0,06:10:00,2021-11-29
67434,2021-11-29T06:20:00,campus,1470.0,06:20:00,2021-11-29
67444,2021-11-29T06:30:00,campus,1512.0,06:30:00,2021-11-29
67454,2021-11-29T06:40:00,campus,1548.0,06:40:00,2021-11-29
67464,2021-11-29T06:50:00,campus,1584.0,06:50:00,2021-11-29
67474,2021-11-29T07:00:00,campus,1602.0,07:00:00,2021-11-29
67484,2021-11-29T07:10:00,campus,1650.0,07:10:00,2021-11-29
67494,2021-11-29T07:20:00,campus,1692.0,07:20:00,2021-11-29
67504,2021-11-29T07:30:00,campus,1758.0,07:30:00,2021-11-29
67514,2021-11-29T07:40:00,campus,1800.0,07:40:00,2021-11-29
67524,2021-11-29T07:50:00,campus,1830.0,07:50:00,2021-11-29
67534,2021-11-29T08:00:00,campus,1866.0,08:00:00,2021-11-29
67544,2021-11-29T08:10:00,campus,1908.0,08:10:00,2021-11-29
67554,2021-11-29T08:20:00,campus,1956.0,08:20:00,2021-11-29
67564,2021-11-29T08:30:00,campus,1998.0,08:30:00,2021-11-29
67574,2021-11-29T08:40:00,campus,2016.0,08:40:00,2021-11-29
67584,2021-11-29T08:50:00,campus,2040.0,08:50:00,2021-11-29
67594,2021-11-29T09:00:00,campus,2070.0,09:00:00,2021-11-29
67604,2021-11-29T09:10:00,campus,2112.0,09:10:00,2021-11-29
67614,2021-11-29T09:20:00,campus,2142.0,09:20:00,2021-11-29
67624,2021-11-29T09:30:00,campus,2166.0,09:30:00,2021-11-29
67634,2021-11-29T09:40:00,campus,2166.0,09:40:00,2021-11-29
67644,2021-11-29T09:50:00,campus,2160.0,09:50:00,2021-11-29
67654,2021-11-29T10:00:00,campus,2160.0,10:00:00,2021-11-29
67664,2021-11-29T10:10:00,campus,2172.0,10:10:00,2021-11-29
67674,2021-11-29T10:20:00,campus,2172.0,10:20:00,2021-11-29
67684,2021-11-29T10:30:00,campus,2166.0,10:30:00,2021-11-29
67694,2021-11-29T10:40:00,campus,2196.0,10:40:00,2021-11-29
67704,2021-11-29T10:50:00,campus,2232.0,10:50:00,2021-11-29
67714,2021-11-29T11:00:00,campus,2268.0,11:00:00,2021-11-29
67724,2021-11-29T11:10:00,campus,2274.0,11:10:00,2021-11-29
67734,2021-11-29T11:20:00,campus,2292.0,11:20:00,2021-11-29
67744,2021-11-29T11:30:00,campus,2328.0,11:30:00,2021-11-29
67754,2021-11-29T11:40:00,campus,2358.0,11:40:00,2021-11-29
67764,2021-11-29T11:50:00,campus,2370.0,11:50:00,2021-11-29
67774,2021-11-29T12:00:00,campus,2358.0,12:00:00,2021-11-29
67784,2021-11-29T12:10:00,campus,2328.0,12:10:00,2021-11-29
67794,2021-11-29T12:20:00,campus,2310.0,12:20:00,2021-11-29
67804,2021-11-29T12:30:00,campus,2292.0,12:30:00,2021-11-29
67814,2021-11-29T12:40:00,campus,2274.0,12:40:00,2021-11-29
67824,2021-11-29T12:50:00,campus,2274.0,12:50:00,2021-11-29
67834,2021-11-29T13:00:00,campus,2274.0,13:00:00,2021-11-29
67844,2021-11-29T13:10:00,campus,2298.0,13:10:00,2021-11-29
67854,2021-11-29T13:20:00,campus,2298.0,13:20:00,2021-11-29
67864,2021-11-29T13:30:00,campus,2298.0,13:30:00,2021-11-29
67874,2021-11-29T13:40:00,campus,2304.0,13:40:00,2021-11-29
67884,2021-11-29T13:50:00,campus,2292.0,13:50:00,2021-11-29
67894,2021-11-29T14:00:00,campus,2268.0,14:00:00,2021-11-29
67904,2021-11-29T14:10:00,campus,2232.0,14:10:00,2021-11-29
67914,2021-11-29T14:20:00,campus,2214.0,14:20:00,2021-11-29
67924,2021-11-29T14:30:00,campus,2208.0,14:30:00,2021-11-29
67934,2021-11-29T14:40:00,campus,2244.0,14:40:00,2021-11-29
67944,2021-11-29T14:50:00,campus,2274.0,14:50:00,2021-11-29
67954,2021-11-29T15:00:00,campus,2310.0,15:00:00,2021-11-29
67964,2021-11-29T15:10:00,campus,2322.0,15:10:00,2021-11-29
67974,2021-11-29T15:20:00,campus,2322.0,15:20:00,2021-11-29
67984,2021-11-29T15:30:00,campus,2316.0,15:30:00,2021-11-29
67994,2021-11-29T15:40:00,campus,2310.0,15:40:00,2021-11-29
68004,2021-11-29T15:50:00,campus,2316.0,15:50:00,2021-11-29
68014,2021-11-29T16:00:00,campus,2328.0,16:00:00,2021-11-29
68024,2021-11-29T16:10:00,campus,2334.0,16:10:00,2021-11-29
68034,2021-11-29T16:20:00,campus,2346.0,16:20:00,2021-11-29
68044,2021-11-29T16:30:00,campus,2394.0,16:30:00,2021-11-29
68054,2021-11-29T16:40:00,campus,2442.0,16:40:00,2021-11-29
68064,2021-11-29T16:50:00,campus,2472.0,16:50:00,2021-11-29
68074,2021-11-29T17:00:00,campus,2466.0,17:00:00,2021-11-29
68084,2021-11-29T17:10:00,campus,2448.0,17:10:00,2021-11-29
68094,2021-11-29T17:20:00,campus,2424.0,17:20:00,2021-11-29
68104,2021-11-29T17:30:00,campus,2388.0,17:30:00,2021-11-29
68114,2021-11-29T17:40:00,campus,2370.0,17:40:00,2021-11-29
68124,2021-11-29T17:50:00,campus,2358.0,17:50:00,2021-11-29
68134,2021-11-29T18:00:00,campus,2358.0,18:00:00,2021-11-29
68144,2021-11-29T18:10:00,campus,2328.0,18:10:00,2021-11-29
68154,2021-11-29T18:20:00,campus,2304.0,18:20:00,2021-11-29
68164,2021-11-29T18:30:00,campus,2256.0,18:30:00,2021-11-29
68174,2021-11-29T18:40:00,campus,2220.0,18:40:00,2021-11-29
68184,2021-11-29T18:50:00,campus,2190.0,18:50:00,2021-11-29
68194,2021-11-29T19:00:00,campus,2226.0,19:00:00,2021-11-29
68204,2021-11-29T19:10:00,campus,2256.0,19:10:00,2021-11-29
68214,2021-11-29T19:20:00,campus,2280.0,19:20:00,2021-11-29
68224,2021-11-29T19:30:00,campus,2262.0,19:30:00,2021-11-29
68234,2021-11-29T19:40:00,campus,2262.0,19:40:00,2021-11-29
68244,2021-11-29T19:50:00,campus,2226.0,19:50:00,2021-11-29
68254,2021-11-29T20:00:00,campus,2184.0,20:00:00,2021-11-29
68264,2021-11-29T20:10:00,campus,2124.0,20:10:00,2021-11-29
68274,2021-11-29T20:20:00,campus,2088.0,20:20:00,2021-11-29
68284,2021-11-29T20:30:00,campus,2058.0,20:30:00,2021-11-29
68294,2021-11-29T20:40:00,campus,2040.0,20:40:00,2021-11-29
68304,2021-11-29T20:50:00,campus,2046.0,20:50:00,2021-11-29
68314,2021-11-29T21:00:00,campus,2040.0,21:00:00,2021-11-29
68324,2021-11-29T21:10:00,campus,2040.0,21:10:00,2021-11-29
68334,2021-11-29T21:20:00,campus,2052.0,21:20:00,2021-11-29
68344,2021-11-29T21:30:00,campus,2082.0,21:30:00,2021-11-29
68354,2021-11-29T21:40:00,campus,2082.0,21:40:00,2021-11-29
68364,2021-11-29T21:50:00,campus,2058.0,21:50:00,2021-11-29
68374,2021-11-29T22:00:00,campus,2034.0,22:00:00,2021-11-29
68384,2021-11-29T22:10:00,campus,1944.0,22:10:00,2021-11-29
68394,2021-11-29T22:20:00,campus,1812.0,22:20:00,2021-11-29
68404,2021-11-29T22:30:00,campus,1692.0,22:30:00,2021-11-29
68414,2021-11-29T22:40:00,campus,1656.0,22:40:00,2021-11-29
68424,2021-11-29T22:50:00,campus,1650.0,22:50:00,2021-11-29
68434,2021-11-29T23:00:00,campus,1620.0,23:00:00,2021-11-29
68444,2021-11-29T23:10:00,campus,1566.0,23:10:00,2021-11-29
68454,2021-11-29T23:20:00,campus,1530.0,23:20:00,2021-11-29
68464,2021-11-29T23:30:00,campus,1518.0,23:30:00,2021-11-29
68474,2021-11-29T23:40:00,campus,1512.0,23:40:00,2021-11-29
68484,2021-11-29T23:50:00,campus,1524.0,23:50:00,2021-11-29
68494,2021-11-30T00:00:00,campus,1530.0,00:00:00,2021-11-30
68504,2021-11-30T00:10:00,campus,1530.0,00:10:00,2021-11-30
68514,2021-11-30T00:20:00,campus,1500.0,00:20:00,2021-11-30
68524,2021-11-30T00:30:00,campus,1476.0,00:30:00,2021-11-30
68534,2021-11-30T00:40:00,campus,1470.0,00:40:00,2021-11-30
68544,2021-11-30T00:50:00,campus,1458.0,00:50:00,2021-11-30
68554,2021-11-30T01:00:00,campus,1440.0,01:00:00,2021-11-30
68564,2021-11-30T01:10:00,campus,1386.0,01:10:00,2021-11-30
68574,2021-11-30T01:20:00,campus,1326.0,01:20:00,2021-11-30
68584,2021-11-30T01:30:00,campus,1266.0,01:30:00,2021-11-30
68594,2021-11-30T01:40:00,campus,1248.0,01:40:00,2021-11-30
68604,2021-11-30T01:50:00,campus,1242.0,01:50:00,2021-11-30
68614,2021-11-30T02:00:00,campus,1236.0,02:00:00,2021-11-30
68624,2021-11-30T02:10:00,campus,1230.0,02:10:00,2021-11-30
68634,2021-11-30T02:20:00,campus,1188.0,02:20:00,2021-11-30
68644,2021-11-30T02:30:00,campus,1140.0,02:30:00,2021-11-30
68654,2021-11-30T02:40:00,campus,1104.0,02:40:00,2021-11-30
68664,2021-11-30T02:50:00,campus,1116.0,02:50:00,2021-11-30
68674,2021-11-30T03:00:00,campus,1128.0,03:00:00,2021-11-30
68684,2021-11-30T03:10:00,campus,1176.0,03:10:00,2021-11-30
68694,2021-11-30T03:20:00,campus,1242.0,03:20:00,2021-11-30
68704,2021-11-30T03:30:00,campus,1302.0,03:30:00,2021-11-30
68714,2021-11-30T03:40:00,campus,1320.0,03:40:00,2021-11-30
68724,2021-11-30T03:50:00,campus,1314.0,03:50:00,2021-11-30
68734,2021-11-30T04:00:00,campus,1314.0,04:00:00,2021-11-30
68744,2021-11-30T04:10:00,campus,1320.0,04:10:00,2021-11-30
68754,2021-11-30T04:20:00,campus,1368.0,04:20:00,2021-11-30
68764,2021-11-30T04:30:00,campus,1398.0,04:30:00,2021-11-30
68774,2021-11-30T04:40:00,campus,1428.0,04:40:00,2021-11-30
68784,2021-11-30T04:50:00,campus,1422.0,04:50:00,2021-11-30
68794,2021-11-30T05:00:00,campus,1434.0,05:00:00,2021-11-30
68804,2021-11-30T05:10:00,campus,1434.0,05:10:00,2021-11-30
68814,2021-11-30T05:20:00,campus,1440.0,05:20:00,2021-11-30
68824,2021-11-30T05:30:00,campus,1452.0,05:30:00,2021-11-30
68834,2021-11-30T05:40:00,campus,1458.0,05:40:00,2021-11-30
68844,2021-11-30T05:50:00,campus,1440.0,05:50:00,2021-11-30
68854,2021-11-30T06:00:00,campus,1422.0,06:00:00,2021-11-30
68864,2021-11-30T06:10:00,campus,1440.0,06:10:00,2021-11-30
68874,2021-11-30T06:20:00,campus,1494.0,06:20:00,2021-11-30
68884,2021-11-30T06:30:00,campus,1542.0,06:30:00,2021-11-30
68894,2021-11-30T06:40:00,campus,1590.0,06:40:00,2021-11-30
68904,2021-11-30T06:50:00,campus,1620.0,06:50:00,2021-11-30
68914,2021-11-30T07:00:00,campus,1638.0,07:00:00,2021-11-30
68924,2021-11-30T07:10:00,campus,1692.0,07:10:00,2021-11-30
68934,2021-11-30T07:20:00,campus,1752.0,07:20:00,2021-11-30
68944,2021-11-30T07:30:00,campus,1830.0,07:30:00,2021-11-30
68954,2021-11-30T07:40:00,campus,1866.0,07:40:00,2021-11-30
68964,2021-11-30T07:50:00,campus,1914.0,07:50:00,2021-11-30
68974,2021-11-30T08:00:00,campus,1944.0,08:00:00,2021-11-30
68984,2021-11-30T08:10:00,campus,1986.0,08:10:00,2021-11-30
68994,2021-11-30T08:20:00,campus,2022.0,08:20:00,2021-11-30
69004,2021-11-30T08:30:00,campus,2064.0,08:30:00,2021-11-30
69014,2021-11-30T08:40:00,campus,2094.0,08:40:00,2021-11-30
69024,2021-11-30T08:50:00,campus,2130.0,08:50:00,2021-11-30
69034,2021-11-30T09:00:00,campus,2166.0,09:00:00,2021-11-30
69044,2021-11-30T09:10:00,campus,2196.0,09:10:00,2021-11-30
69054,2021-11-30T09:20:00,campus,2220.0,09:20:00,2021-11-30
69064,2021-11-30T09:30:00,campus,2250.0,09:30:00,2021-11-30
69074,2021-11-30T09:40:00,campus,2244.0,09:40:00,2021-11-30
69084,2021-11-30T09:50:00,campus,2220.0,09:50:00,2021-11-30
69094,2021-11-30T10:00:00,campus,2196.0,10:00:00,2021-11-30
69104,2021-11-30T10:10:00,campus,2226.0,10:10:00,2021-11-30
69114,2021-11-30T10:20:00,campus,2262.0,10:20:00,2021-11-30
69124,2021-11-30T10:30:00,campus,2298.0,10:30:00,2021-11-30
69134,2021-11-30T10:40:00,campus,2340.0,10:40:00,2021-11-30
69144,2021-11-30T10:50:00,campus,2394.0,10:50:00,2021-11-30
69154,2021-11-30T11:00:00,campus,2430.0,11:00:00,2021-11-30
69164,2021-11-30T11:10:00,campus,2442.0,11:10:00,2021-11-30
69174,2021-11-30T11:20:00,campus,2442.0,11:20:00,2021-11-30
69184,2021-11-30T11:30:00,campus,2460.0,11:30:00,2021-11-30
69194,2021-11-30T11:40:00,campus,2472.0,11:40:00,2021-11-30
69204,2021-11-30T11:50:00,campus,2460.0,11:50:00,2021-11-30
69214,2021-11-30T12:00:00,campus,2454.0,12:00:00,2021-11-30
69224,2021-11-30T12:10:00,campus,2454.0,12:10:00,2021-11-30
69234,2021-11-30T12:20:00,campus,2466.0,12:20:00,2021-11-30
69244,2021-11-30T12:30:00,campus,2442.0,12:30:00,2021-11-30
69254,2021-11-30T12:40:00,campus,2376.0,12:40:00,2021-11-30
69264,2021-11-30T12:50:00,campus,2310.0,12:50:00,2021-11-30
69274,2021-11-30T13:00:00,campus,2268.0,13:00:00,2021-11-30
69284,2021-11-30T13:10:00,campus,2262.0,13:10:00,2021-11-30
69294,2021-11-30T13:20:00,campus,2262.0,13:20:00,2021-11-30
69304,2021-11-30T13:30:00,campus,2280.0,13:30:00,2021-11-30
69314,2021-11-30T13:40:00,campus,2310.0,13:40:00,2021-11-30
69324,2021-11-30T13:50:00,campus,2340.0,13:50:00,2021-11-30
69334,2021-11-30T14:00:00,campus,2376.0,14:00:00,2021-11-30
69344,2021-11-30T14:10:00,campus,2412.0,14:10:00,2021-11-30
69354,2021-11-30T14:20:00,campus,2436.0,14:20:00,2021-11-30
69364,2021-11-30T14:30:00,campus,2442.0,14:30:00,2021-11-30
69374,2021-11-30T14:40:00,campus,2430.0,14:40:00,2021-11-30
69384,2021-11-30T14:50:00,campus,2418.0,14:50:00,2021-11-30
69394,2021-11-30T15:00:00,campus,2406.0,15:00:00,2021-11-30
69404,2021-11-30T15:10:00,campus,2418.0,15:10:00,2021-11-30
69414,2021-11-30T15:20:00,campus,2418.0,15:20:00,2021-11-30
69424,2021-11-30T15:30:00,campus,2418.0,15:30:00,2021-11-30
69434,2021-11-30T15:40:00,campus,2400.0,15:40:00,2021-11-30
69444,2021-11-30T15:50:00,campus,2406.0,15:50:00,2021-11-30
69454,2021-11-30T16:00:00,campus,2394.0,16:00:00,2021-11-30
